fly_error_mean_km_delta_v2_minus_v1,fly_error_mean_km_improved,fly_error_mean_km_v1,fly_error_mean_km_v2,gated_fly_error_mean_km_delta_v2_minus_v1,gated_fly_error_mean_km_improved,gated_fly_error_mean_km_v1,gated_fly_error_mean_km_v2,gated_mean_error_km_delta_v2_minus_v1,gated_mean_error_km_improved,gated_mean_error_km_v1,gated_mean_error_km_v2,gated_median_error_km_delta_v2_minus_v1,gated_median_error_km_improved,gated_median_error_km_v1,gated_median_error_km_v2,gated_migration100_error_mean_km_delta_v2_minus_v1,gated_migration100_error_mean_km_improved,gated_migration100_error_mean_km_v1,gated_migration100_error_mean_km_v2,gated_migration50_error_mean_km_delta_v2_minus_v1,gated_migration50_error_mean_km_improved,gated_migration50_error_mean_km_v1,gated_migration50_error_mean_km_v2,gated_p90_error_km_delta_v2_minus_v1,gated_p90_error_km_improved,gated_p90_error_km_v1,gated_p90_error_km_v2,gated_p95_error_km_delta_v2_minus_v1,gated_p95_error_km_improved,gated_p95_error_km_v1,gated_p95_error_km_v2,gated_stationary_error_mean_km_delta_v2_minus_v1,gated_stationary_error_mean_km_improved,gated_stationary_error_mean_km_v1,gated_stationary_error_mean_km_v2,k,kind,mean_error_km_delta_v2_minus_v1,mean_error_km_improved,mean_error_km_v1,mean_error_km_v2,median_error_km_delta_v2_minus_v1,median_error_km_improved,median_error_km_v1,median_error_km_v2,migration100_error_mean_km_delta_v2_minus_v1,migration100_error_mean_km_improved,migration100_error_mean_km_v1,migration100_error_mean_km_v2,migration50_error_mean_km_delta_v2_minus_v1,migration50_error_mean_km_improved,migration50_error_mean_km_v1,migration50_error_mean_km_v2,model,model_family,p90_error_km_delta_v2_minus_v1,p90_error_km_improved,p90_error_km_v1,p90_error_km_v2,p95_error_km_delta_v2_minus_v1,p95_error_km_improved,p95_error_km_v1,p95_error_km_v2,setup,stationary_error_mean_km_delta_v2_minus_v1,stationary_error_mean_km_improved,stationary_error_mean_km_v1,stationary_error_mean_km_v2,v1_model
0.0,False,94.74983597748766,94.74983597748766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,persistence,0.0,False,16.339407133996552,16.339407133996552,0.0,False,0.8082727182331646,0.8082727182331646,0.0,False,189.8530443415869,189.8530443415869,0.0,False,146.62910503452096,146.62910503452096,persistence,baseline,0.0,False,40.923995571751,40.923995571751,1.4210854715202004e-14,False,108.11717038463664,108.11717038463665,setup_10km,0.0,False,1.7234280732580762,1.7234280732580762,persistence
0.0,False,92.8596643149508,92.8596643149508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,const_velocity,0.0,False,19.54231281414791,19.54231281414791,0.0,False,2.28170494968953,2.28170494968953,0.0,False,141.64378290818016,141.64378290818016,0.0,False,119.9864140083335,119.9864140083335,const_velocity,baseline,0.0,False,61.88703872289553,61.88703872289553,-1.4210854715202004e-14,True,120.5658292818282,120.56582928182819,setup_10km,0.0,False,5.875701240533331,5.875701240533331,const_velocity
0.0,False,78.83565382841991,78.83565382841991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,direct_transformer,1.7763568394002505e-15,False,14.274545749690583,14.274545749690585,0.0,False,3.393367978676742,3.393367978676742,0.0,False,96.57695266547712,96.57695266547712,0.0,False,85.63335244676999,85.63335244676999,direct_transformer_2l_k7,direct,0.0,False,42.71279991782659,42.71279991782659,0.0,False,73.72902169497426,73.72902169497426,setup_30km,0.0,False,6.907212095060814,6.907212095060814,direct_transformer_2l_k7
0.0,False,78.0894468173427,78.0894468173427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,direct_transformer,0.0,False,17.997934694275028,17.997934694275028,-8.881784197001252e-16,True,5.690100844258756,5.6901008442587555,0.0,False,99.74452267801782,99.74452267801782,0.0,False,83.42578259590567,83.42578259590567,direct_transformer_2l_k14,direct,0.0,False,51.870697438876746,51.870697438876746,0.0,False,81.51231870934316,81.51231870934316,setup_30km,0.0,False,10.56753195042682,10.56753195042682,direct_transformer_2l_k14
0.0,False,81.98958137808206,81.98958137808206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,direct_mlp_last,0.0,False,14.341497833291358,14.341497833291358,0.0,False,3.705290085413627,3.705290085413627,0.0,False,109.21153872933226,109.21153872933226,0.0,False,90.46299049628546,90.46299049628546,direct_mlp_last_day_k1,direct,0.0,False,41.45636946891305,41.45636946891305,0.0,False,72.70787373290777,72.70787373290777,setup_30km,0.0,False,6.882026181212439,6.882026181212439,direct_mlp_last_day_k1
0.0,False,65.4064701739166,65.4064701739166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,direct_transformer,1.7763568394002505e-15,False,14.274545749690583,14.274545749690585,0.0,False,3.393367978676742,3.393367978676742,0.0,False,96.57695266547712,96.57695266547712,0.0,False,85.63335244676999,85.63335244676999,direct_transformer_2l_k7,direct,0.0,False,42.71279991782659,42.71279991782659,0.0,False,73.72902169497426,73.72902169497426,setup_10km,0.0,False,5.611532549368605,5.611532549368605,direct_transformer_2l_k7
0.0,False,65.37336569658001,65.37336569658001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,direct_transformer,0.0,False,17.997934694275028,17.997934694275028,-8.881784197001252e-16,True,5.690100844258756,5.6901008442587555,0.0,False,99.74452267801782,99.74452267801782,0.0,False,83.42578259590567,83.42578259590567,direct_transformer_2l_k14,direct,0.0,False,51.870697438876746,51.870697438876746,0.0,False,81.51231870934316,81.51231870934316,setup_10km,0.0,False,9.301395786509248,9.301395786509248,direct_transformer_2l_k14
0.0,False,64.51159748980898,64.51159748980898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,direct_mlp_last,0.0,False,14.341497833291358,14.341497833291358,0.0,False,3.705290085413627,3.705290085413627,0.0,False,109.21153872933226,109.21153872933226,0.0,False,90.46299049628546,90.46299049628546,direct_mlp_last_day_k1,direct,0.0,False,41.45636946891305,41.45636946891305,0.0,False,72.70787373290777,72.70787373290777,setup_10km,0.0,False,6.028217933622376,6.028217933622376,direct_mlp_last_day_k1
7.941816366766062,False,80.60610231829887,88.54791868506493,7.237645315777087,False,82.29812542614873,89.53577074192582,-0.7020682224876165,True,13.306236264207662,12.604168041720046,-0.003658289061158726,True,0.7936249563959298,0.789966667334771,26.969725210483745,False,102.55250856063611,129.52223377111986,13.186510755119471,False,86.66567938757375,99.85219014269322,-11.59085325141757,True,50.30454348957882,38.71369023816125,-13.365860052077608,True,88.03129338459163,74.66543333251403,-1.6081015992265315,True,5.433287951433607,3.825186352207076,7,triline_lstm,-1.4986544630180276,True,14.64053459721264,13.141880134194613,-0.8247027927494437,True,2.448065094395611,1.6233623016461673,27.35159200182619,False,101.672728199522,129.0243202013482,13.852171015822023,False,84.97800079329075,98.83017180911277,triline_lstm_2l_k7__mild_bins,triline,-10.396288534436266,True,48.7692829235153,38.37299438907903,-12.024547487922732,True,86.68998082043676,74.66543333251403,setup_30km,-2.575945428578973,True,7.1129322746862815,4.536986846107308,triline_lstm_2l_k7
3.5603670503719087,False,80.60610231829887,84.16646936867077,3.2621327614453293,False,82.29812542614873,85.56025818759406,-0.6943360444879509,True,13.306236264207662,12.611900219719711,0.0,False,0.7936249563959298,0.7936249563959298,17.55647147673281,False,102.55250856063611,120.10898003736892,7.092212755476311,False,86.66567938757375,93.75789214305006,-6.650843497295455,True,50.30454348957882,43.653699992283364,-11.300896522061237,True,88.03129338459163,76.7303968625304,-1.14582497729715,True,5.433287951433607,4.287462974136457,7,triline_lstm,-1.3263380890616308,True,14.64053459721264,13.31419650815101,-0.7127544734695299,True,2.448065094395611,1.7353106209260811,17.662736570476355,False,101.672728199522,119.33546476999835,7.353095183871531,False,84.97800079329075,92.33109597716228,triline_lstm_2l_k7__medium_bins,triline,-6.260911757873394,True,48.7692829235153,42.508371165641904,-10.539776526270657,True,86.68998082043676,76.1502042941661,setup_30km,-1.883980116984974,True,7.1129322746862815,5.228952157701308,triline_lstm_2l_k7
3.5531924120105316,False,80.60610231829887,84.1592947303094,3.239102426190172,False,82.29812542614873,85.5372278523389,-0.7047443897583996,True,13.306236264207662,12.601491874449263,-0.003658289061158726,True,0.7936249563959298,0.789966667334771,17.3992178421085,False,102.55250856063611,119.95172640274461,7.075006042511703,False,86.66567938757375,93.74068543008545,-5.86126387672325,True,50.30454348957882,44.44327961285557,-10.001782547474264,True,88.03129338459163,78.02951083711737,-1.15479297536214,True,5.433287951433607,4.2784949760714674,7,triline_lstm,-1.307208271496206,True,14.64053459721264,13.333326325716435,-0.6970564475467849,True,2.448065094395611,1.7510086468488262,17.53225056828036,False,101.672728199522,119.20497876780236,7.3568994231489455,False,84.97800079329075,92.33490021643969,triline_lstm_2l_k7__distance_only,triline,-6.585267538740709,True,48.7692829235153,42.18401538477459,-8.959469137167702,True,86.68998082043676,77.73051168326906,setup_30km,-1.86184858973421,True,7.1129322746862815,5.2510836849520715,triline_lstm_2l_k7
1.7421187335003765,False,80.60610231829887,82.34822105179924,1.2311310671521483,False,82.29812542614873,83.52925649330088,-0.26618866662295027,True,13.306236264207662,13.040047597584712,0.0011738486110699498,False,0.7936249563959298,0.7947988050069997,6.222021280742268,False,102.55250856063611,108.77452984137838,3.1673745737030004,False,86.66567938757375,89.83305396127675,-4.909449212025642,True,50.30454348957882,45.39509427755318,-0.8296817660875178,True,88.03129338459163,87.20161161850412,-0.4370539815882788,True,5.433287951433607,4.996233969845329,7,triline_lstm,-0.18223100961445127,True,14.64053459721264,14.45830358759819,-0.09206004418467284,True,2.448065094395611,2.356005050210938,6.241834672771603,False,101.672728199522,107.9145628722936,3.7183862436920663,False,84.97800079329075,88.69638703698281,triline_lstm_2l_k7__current_bins,triline,-3.5555864312339622,True,48.7692829235153,45.213696492281336,-0.2702771771926251,True,86.68998082043676,86.41970364324413,setup_30km,-0.40182647579571995,True,7.1129322746862815,6.711105798890562,triline_lstm_2l_k7
5.431239878204238,False,82.41332925393198,87.84456913213621,5.548109138984444,False,82.88094990173771,88.42905904072215,-0.635682377023679,True,13.49632702522258,12.860644648198901,-0.01794409714667966,True,0.8311606258173447,0.8132165286706651,13.030241426436746,False,113.81152007938532,126.84176150582206,8.75507675346499,False,89.7844747169275,98.5395514703925,-3.623358310408449,True,47.1207344710236,43.497376160615154,-14.014481510903266,True,88.37488881769816,74.3604073067949,-1.3413402677393176,True,5.578562252527159,4.237221984787841,7,triline_transformer,-1.2996574306189288,True,14.6170447317236,13.317387301104672,-0.8197934921762973,True,2.342191284548428,1.5223977923721308,12.916118750614913,False,113.5901349354511,126.50625368606602,8.595201548709923,False,89.33185186747993,97.92705341618985,triline_transformer_2l_k7__mild_bins,triline,-4.671992462478144,True,47.44180040002072,42.76980793754257,-15.239584886163527,True,88.17249453311489,72.93290964695136,setup_30km,-2.067747814208354,True,6.880531783243363,4.812783969035009,triline_transformer_2l_k7
5.791816501987867,False,82.41332925393198,88.20514575591984,6.993427161300517,False,82.88094990173771,89.87437706303822,-0.6582573519728374,True,13.49632702522258,12.838069673249743,-0.036361820810345,True,0.8311606258173447,0.7947988050069997,19.224600573878078,False,113.81152007938532,133.0361206532634,11.317957416975673,False,89.7844747169275,101.10243213390318,-5.005703703037597,True,47.1207344710236,42.115030767986006,-11.925365790293327,True,88.37488881769816,76.44952302740484,-1.5314225516857123,True,5.578562252527159,4.047139700841447,7,triline_transformer,-0.5967020523542335,True,14.6170447317236,14.020342679369367,-0.12736255494441462,True,2.342191284548428,2.2148287296040134,17.8998428772217,False,113.5901349354511,131.4899778126728,9.820446191538934,False,89.33185186747993,99.15229805901886,triline_transformer_2l_k7__medium_bins,triline,-6.698037979898615,True,47.44180040002072,40.7437624201221,-12.494247036712466,True,88.17249453311489,75.67824749640242,setup_30km,-1.325722187684561,True,6.880531783243363,5.554809595558802,triline_transformer_2l_k7
3.7063805970346664,False,82.41332925393198,86.11970985096664,3.4870612843422464,False,82.88094990173771,86.36801118607995,-0.6759319337228167,True,13.49632702522258,12.820395091499764,-0.01003331241776495,True,0.8311606258173447,0.8211273133995798,11.420723362818947,False,113.81152007938532,125.23224344220426,6.741495349929053,False,89.7844747169275,96.52597006685656,-5.968061586342252,True,47.1207344710236,41.15267288468135,-11.754917832726974,True,88.37488881769816,76.61997098497119,-1.1509882168653771,True,5.578562252527159,4.427574035661782,7,triline_transformer,-1.193215799133716,True,14.6170447317236,13.423828932589885,-0.5295188212300626,True,2.342191284548428,1.8126724633183655,11.573120327329192,False,113.5901349354511,125.1632552627803,6.915966141511689,False,89.33185186747993,96.24781800899162,triline_transformer_2l_k7__distance_only,triline,-6.289127515339366,True,47.44180040002072,41.15267288468135,-11.552523548143697,True,88.17249453311489,76.61997098497119,setup_30km,-1.752328901399176,True,6.880531783243363,5.128202881844187,triline_transformer_2l_k7
2.8416405118507697,False,82.41332925393198,85.25496976578275,5.189684439383257,False,82.88094990173771,88.07063434112096,-0.8951584820362033,True,13.49632702522258,12.601168543186377,-0.04890250145710229,True,0.8311606258173447,0.7822581243602424,14.829640083542202,False,113.81152007938532,128.64116016292752,8.026223234923592,False,89.7844747169275,97.8106979518511,-6.962191433554366,True,47.1207344710236,40.15854303746924,-12.58522032264878,True,88.37488881769816,75.78966849504938,-1.5895249415375226,True,5.578562252527159,3.9890373109896364,7,triline_transformer,-0.6803287005449903,True,14.6170447317236,13.93671603117861,-0.10565848961201763,True,2.342191284548428,2.2365327949364104,12.567398895896105,False,113.5901349354511,126.15753383134721,5.4958029132134385,False,89.33185186747993,94.82765478069336,triline_transformer_2l_k7__current_bins,triline,-4.4109477122305805,True,47.44180040002072,43.03085268779014,-12.656579041727142,True,88.17249453311489,75.51591549138774,setup_30km,-1.082235097154716,True,6.880531783243363,5.798296686088647,triline_transformer_2l_k7
5.721249374206849,False,78.85280626921572,84.57405564342257,5.052701896961793,False,80.16388327819239,85.21658517515418,-0.3840515960125295,True,13.115853670522082,12.731802074509552,0.013021375631719345,False,0.7947988050069997,0.8078201806387191,17.857153756161708,False,104.39622936533478,122.25338312149648,8.58579858704357,False,85.52071087982172,94.10650946686529,-3.0331408784240352,True,47.72559942164257,44.692458543218535,-12.90841683807534,True,90.15056872461535,77.24215188654001,-1.0044619045201069,True,5.46472716874589,4.460265264225783,7,triline_transformer,-1.8474608093905047,True,15.197613783912482,13.350152974521977,-0.91244411440945,True,2.7706356733949717,1.8581915589855218,18.139241787385657,False,103.75798084494669,121.89722263233234,9.358824814094447,False,84.29560288432565,93.6544276984201,triline_transformer_4l_k7__mild_bins,triline,-5.362100702400319,True,48.3591399826776,42.99703928027728,-12.90841683807534,True,90.15056872461535,77.24215188654001,setup_30km,-2.7111574669781877,True,7.933657884688685,5.2225004177104974,triline_transformer_4l_k7
2.849454244389534,False,78.85280626921572,81.70226051360525,2.195832754081252,False,80.16388327819239,82.35971603227364,-0.42453100830011437,True,13.115853670522082,12.691322662221967,0.013021375631719345,False,0.7947988050069997,0.8078201806387191,12.721519466992959,False,104.39622936533478,117.11774883232773,5.190637366829577,False,85.52071087982172,90.7113482466513,-2.654802825189819,True,47.72559942164257,45.07079659645275,-12.656724020353693,True,90.15056872461535,77.49384470426166,-0.7235514977009903,True,5.46472716874589,4.7411756710449,7,triline_transformer,-1.7158434605676067,True,15.197613783912482,13.481770323344875,-0.8511170649057296,True,2.7706356733949717,1.9195186084892422,13.078904253521642,False,103.75798084494669,116.83688509846833,5.869241602949671,False,84.29560288432565,90.16484448727532,triline_transformer_4l_k7__medium_bins,triline,-3.4764582372654615,True,48.3591399826776,44.882681745412135,-12.656724020353693,True,90.15056872461535,77.49384470426166,setup_30km,-2.236808363835986,True,7.933657884688685,5.696849520852699,triline_transformer_4l_k7
5.109620131741295,False,78.85280626921572,83.96242640095701,5.722100708840756,False,80.16388327819239,85.88598398703314,-0.3431797271436494,True,13.115853670522082,12.772673943378432,0.0,False,0.7947988050069997,0.7947988050069997,17.35480623046368,False,104.39622936533478,121.75103559579846,9.148713722420226,False,85.52071087982172,94.66942460224195,-2.5780309949434184,True,47.72559942164257,45.14756842669915,-11.14656830931321,True,90.15056872461535,79.00400041530214,-1.0353138309496748,True,5.46472716874589,4.429413337796215,7,triline_transformer,-1.2449624893542044,True,15.197613783912482,13.952651294558278,-0.7666022577050806,True,2.7706356733949717,2.004033415689891,16.9495237536524,False,103.75798084494669,120.70750459859909,8.719851195172353,False,84.29560288432565,93.015454079498,triline_transformer_4l_k7__distance_only,triline,-4.862443308740424,True,48.3591399826776,43.49669667393717,-11.14656830931321,True,90.15056872461535,79.00400041530214,setup_30km,-1.970110055725458,True,7.933657884688685,5.963547828963227,triline_transformer_4l_k7
2.0944732094744154,False,78.85280626921572,80.94727947869013,1.7288010365437287,False,80.16388327819239,81.89268431473612,0.27035101548015206,False,13.115853670522082,13.386204686002234,0.004175229681132153,False,0.7947988050069997,0.7989740346881319,-1.1553319392453716,True,104.39622936533478,103.2408974260894,1.5135298648108488,False,85.52071087982172,87.03424074463257,0.3900492085698133,False,47.72559942164257,48.115648630212384,2.0375153721420816,False,90.15056872461535,92.18808409675744,0.10392128334677242,False,5.46472716874589,5.5686484520926625,7,triline_transformer,-0.20028241612194542,True,15.197613783912482,14.997331367790537,0.11527229362903846,False,2.7706356733949717,2.88590796702401,-1.0353624787617548,True,103.75798084494669,102.72261836618493,1.9793336125841137,False,84.29560288432565,86.27493649690976,triline_transformer_4l_k7__current_bins,triline,0.03369298750362759,False,48.3591399826776,48.392832970181225,2.0375153721420816,False,90.15056872461535,92.18808409675744,setup_30km,-0.46214642144525087,True,7.933657884688685,7.471511463243434,triline_transformer_4l_k7
6.827742727000228,False,80.17580955673371,87.00355228373394,3.9264682456627185,False,83.40440673964925,87.33087498531197,-0.8558110774757708,True,13.933355722145905,13.077544644670134,0.011692397307554114,False,0.7782742700272169,0.789966667334771,19.15326374381486,False,99.85083282206936,119.00409656588423,10.013867179434286,False,87.12790716721861,97.1417743466529,-9.178319468677614,True,55.16048078809583,45.98216131941822,-22.724987606082962,True,101.43146542907544,78.70647782299248,-1.44714686100078,True,5.34315937226375,3.8960125112629695,14,triline_lstm,-1.8284602727321513,True,15.592197031134672,13.763736758402521,-0.5027495398689346,True,2.456288851864441,1.9535393119955065,21.16328659713784,False,97.70345686712444,118.86674346426229,13.089660822073043,False,83.76148375029597,96.85114457236901,triline_lstm_2l_k14__mild_bins,triline,-8.563559151421309,True,54.513993992858566,45.95043484143726,-20.022982604038717,True,98.7294604270312,78.70647782299248,setup_30km,-2.898812344898233,True,7.606339548716205,4.707527203817972,triline_lstm_2l_k14
4.157147562366561,False,80.17580955673371,84.33295711910027,2.0983281955307973,False,83.40440673964925,85.50273493518004,-0.9285928978883753,True,13.933355722145905,13.00476282425753,0.0161076767019398,False,0.7782742700272169,0.7943819467291567,18.555956374822827,False,99.85083282206936,118.40678919689219,8.222778724244023,False,87.12790716721861,95.35068589146263,-11.966250100704904,True,55.16048078809583,43.19423068739093,-22.878631337686244,True,101.43146542907544,78.5528340913892,-1.302876087033158,True,5.34315937226375,4.040283285230592,14,triline_lstm,-1.6619320024072088,True,15.592197031134672,13.930265028727463,-0.4143000566718156,True,2.456288851864441,2.0419887951926254,19.940086940582475,False,97.70345686712444,117.64354380770692,10.390216216677558,False,83.76148375029597,94.15169996697352,triline_lstm_2l_k14__medium_bins,triline,-12.192097040324384,True,54.513993992858566,42.32189695253418,-20.92829464932541,True,98.7294604270312,77.80116577770579,setup_30km,-2.381469641536915,True,7.606339548716205,5.22486990717929,triline_lstm_2l_k14
3.4542439768178923,False,80.17580955673371,83.6300535335516,1.1087864812370896,False,83.40440673964925,84.51319322088634,-0.8729900327978353,True,13.933355722145905,13.06036568934807,0.0161076767019398,False,0.7782742700272169,0.7943819467291567,16.680457521708803,False,99.85083282206936,116.53129034377817,6.879665847875614,False,87.12790716721861,94.00757301509422,-10.205687923774434,True,55.16048078809583,44.9547928643214,-21.906329426269238,True,101.43146542907544,79.5251360028062,-1.118039576856929,True,5.34315937226375,4.225119795406821,14,triline_lstm,-1.6059346688552765,True,15.592197031134672,13.986262362279396,-0.37976180898373,True,2.456288851864441,2.076527042880711,18.56069633003152,False,97.70345686712444,116.26415319715596,9.418361854965298,False,83.76148375029597,93.17984560526126,triline_lstm_2l_k14__distance_only,triline,-9.451255419356109,True,54.513993992858566,45.06273857350246,-20.645424970560697,True,98.7294604270312,78.0840354564705,setup_30km,-2.2316331071999285,True,7.606339548716205,5.374706441516277,triline_lstm_2l_k14
